,Importance
motu_linkage_group_224,1.2749557586038209e-11
motu_linkage_group_63,-5.861065498447542e-12
motu_linkage_group_234,1.584722660306368e-11
Victivallis_vadensis,3.9410043027455274e-10
motu_linkage_group_457,-3.765218015643406e-11
Collinsella_aerofaciens,3.5346224492320963e-10
Coprobacillus_sp__29_1,1.3810079900841202e-09
motu_linkage_group_233,4.8701774596825755e-12
motu_linkage_group_672,6.2022579267251295e-12
motu_linkage_group_205,-1.021825025740955e-10
Phascolarctobacterium_succinatutens,-4.0689940354477575e-12
motu_linkage_group_586,3.403978367253798e-10
unclassified_Lachnospiraceae,1.3568343027820278e-10
motu_linkage_group_471,2.0469925471871113e-11
motu_linkage_group_225,1.8441999214989178e-12
motu_linkage_group_301,3.5877497344149036e-11
motu_linkage_group_252,1.221462352204984e-11
Streptococcus_thermophilus,-8.97992423618974e-11
Eubacterium_ventriosum,-1.7430420006052243e-10
Enterobacteriaceae_bacterium_9_2_54FAA,7.956120962371886e-11
Bacteroides_thetaiotaomicron,-9.226404995986713e-12
motu_linkage_group_349,9.028100860296895e-11
Bilophila_wadsworthia,1.952446643139537e-11
Clostridiales_bacterium_1_7_47FAA,-1.8881177465390542e-10
motu_linkage_group_317,1.4265644428576953e-11
motu_linkage_group_691,2.1609475549002917e-11
Haemophilus_haemolyticus,-1.2160594534525698e-09
Prevotella_copri,-2.137852898472672e-12
Streptococcus_salivarius,-2.2920012641230415e-10
motu_linkage_group_837,2.181012890778504e-10
motu_linkage_group_434,2.926923602550883e-11
Bacteroides_eggerthii,-1.5615689401971733e-11
motu_linkage_group_327,-3.4542132342151288e-12
motu_linkage_group_621,-9.51760937814656e-13
motu_linkage_group_38,7.648902847169238e-12
motu_linkage_group_559,1.8683578450257804e-12
motu_linkage_group_270,-2.2622223042288807e-11
motu_linkage_group_120,1.8681810653198398e-12
motu_linkage_group_507,-1.3404295702424997e-10
Veillonella_parvula,8.416564452295131e-11
motu_linkage_group_230,9.42574734730673e-12
motu_linkage_group_486,-1.0366974592700863e-11
motu_linkage_group_333,6.283116966645509e-12
motu_linkage_group_552,1.460446128138055e-10
motu_linkage_group_613,7.292596462783033e-11
motu_linkage_group_481,-7.373220035134346e-11
motu_linkage_group_529,1.6742102174440782e-10
Pseudomonas_stutzeri,-3.00227668718717e-09
motu_linkage_group_118,4.138537916828931e-11
motu_linkage_group_625,8.71745310662303e-12
motu_linkage_group_636,1.6882367338738707e-11
motu_linkage_group_490,-1.780939110314388e-10
motu_linkage_group_281,7.478880311173106e-12
motu_linkage_group_190,1.3640425223205666e-11
motu_linkage_group_151,-8.931887582698085e-12
Anaerotruncus_colihominis,-1.2658394958829168e-09
Bacteroides_fragilis,8.170153316549632e-11
motu_linkage_group_510,1.3315570813913363e-10
motu_linkage_group_521,1.8116859225985535e-10
Dorea_longicatena,3.784957406631871e-11
motu_linkage_group_306,-9.219516546693877e-12
Bacteroides_dorei_vulgatus,-9.407866163771508e-13
motu_linkage_group_496,-8.23737883606299e-12
motu_linkage_group_592,-1.3716833798541661e-11
Ruminococcus_bromii,-1.1246406872874328e-11
motu_linkage_group_218,-2.6563512392935646e-11
motu_linkage_group_686,-3.552131593073296e-10
Bacteroides_stercoris,-4.132529554692629e-12
motu_linkage_group_115,-1.6721266038688196e-11
Bifidobacterium_longum,-9.967664840286795e-11
motu_linkage_group_145,3.118111066182918e-11
motu_linkage_group_260,1.686394075695662e-11
motu_linkage_group_568,1.2394770964326154e-10
Escherichia_coli,1.071647827980413e-11
Coprococcus_comes,-1.6249001567047589e-10
motu_linkage_group_551,2.7854339844748155e-11
Ruminococcaceae_bacterium_D16,1.0812884016432255e-10
motu_linkage_group_284,-3.319400783344361e-11
motu_linkage_group_282,-6.151583796009284e-11
motu_linkage_group_517,-3.7290985972717697e-10
motu_linkage_group_164,-4.356451491320865e-13
Streptococcus_gordonii,2.121751312746245e-09
motu_linkage_group_244,-8.727307077348681e-11
motu_linkage_group_341,4.34374223723177e-11
Bifidobacterium_angulatum,-2.4444086767312706e-10
motu_linkage_group_379,1.0340112355292447e-11
Eubacterium_cylindroides,-2.4442568837732805e-10
motu_linkage_group_525,6.502879954802317e-11
Eubacterium_hallii,1.1083022739786153e-10
motu_linkage_group_251,3.7025370386300955e-11
_Ruminococcus__obeum,-2.6358692181838155e-11
Streptococcus_australis,-4.6406402700333967e-10
motu_linkage_group_124,-1.419419270536825e-10
motu_linkage_group_348,-2.5441117148142274e-11
Ruminococcus_sp__5_1_39BFAA,9.721724562947616e-11
Clostridium_symbiosum,4.69688319644919e-10
motu_linkage_group_604,-2.1559346021739928e-10
motu_linkage_group_383,1.2074688034231934e-11
Streptococcus_vestibularis,1.0219977935972396e-09
motu_linkage_group_192,1.2538582375099836e-11
motu_linkage_group_480,-5.327805179283755e-11
motu_linkage_group_474,9.305829297467962e-11
Pseudoflavonifractor_capillosus,-8.831949185911236e-10
Bacteroides_xylanisolvens,-2.6315600899241717e-11
Acidaminococcus_fermentans,1.5958551473549485e-10
motu_linkage_group_7,2.5255875015437898e-12
motu_linkage_group_502,6.779474701000207e-11
Rothia_mucilaginosa,-3.6624313202136742e-09
motu_linkage_group_394,6.135624041834391e-12
Streptococcus_mitis,-4.2582170536827385e-09
motu_linkage_group_565,-1.683525041617038e-10
Holdemania_filiformis,1.584873095675507e-10
Bacteroides_intestinalis,-4.035061796397421e-12
motu_linkage_group_624,1.095095915662484e-10
motu_linkage_group_600,8.676306364320317e-12
Capnocytophaga_sp__oral_taxon_329,-1.4486655722961739e-10
motu_linkage_group_131,1.139602858013424e-11
Parasutterella_excrementihominis,-4.392194506692056e-11
Coprococcus_eutactus,4.523041720149493e-12
motu_linkage_group_407,2.917524248292568e-12
motu_linkage_group_122,9.469089732782137e-12
Lactobacillus_delbrueckii,4.5254413055696037e-10
Bifidobacterium_adolescentis,-6.377309577062549e-11
Streptococcus_pneumoniae,-3.5464155386965075e-09
motu_linkage_group_366,7.909349482385939e-11
Bacteroides_finegoldii,-7.442090944817567e-12
Eubacterium_siraeum,4.995835921982753e-12
motu_linkage_group_191,1.5524507521076817e-11
Bifidobacterium_catenulatum_Bifidobacterium_pseudocatenulatum_complex,7.590901421154838e-11
Faecalibacterium_prausnitzii,2.2675621850634312e-11
motu_linkage_group_158,1.3078442447611619e-11
motu_linkage_group_430,-1.0346151332249346e-10
motu_linkage_group_207,-5.0793684607282286e-11
Parabacteroides_distasonis,-9.484682410031202e-12
motu_linkage_group_376,-1.711342766345511e-11
Turicibacter_sanguinis,1.9792451023200376e-09
motu_linkage_group_456,-3.067482545314939e-11
motu_linkage_group_238,-5.766382078575049e-11
Haemophilus_parainfluenzae,-5.522777633430331e-10
motu_linkage_group_127,6.171152519927393e-12
Enterobacter_hormaechei_cloacae,4.584241108116866e-10
Ruminococcus_sp__SR1_5,-6.747028457420834e-11
Clostridium_sp__HGF2,-2.067960588598508e-09
motu_linkage_group_103,-1.517462514420661e-11
Coprococcus_catus,6.636866366535666e-10
motu_linkage_group_734,-1.9087048463556213e-11
motu_linkage_group_248,-9.038911316512458e-12
motu_linkage_group_391,1.9113794086264154e-11
motu_linkage_group_277,3.4594673150727e-11
motu_linkage_group_445,-3.734986125510778e-10
Clostridium_saccharolyticum,7.824348781577645e-11
motu_linkage_group_362,-2.398902194594066e-11
Desulfovibrio_piger,-3.835104718156691e-12
Bifidobacterium_bifidum,2.305144613167143e-10
motu_linkage_group_495,-5.325190130037995e-11
motu_linkage_group_437,9.1056142604043e-11
motu_linkage_group_65,-1.729215032985321e-11
Streptococcus_oralis,-2.496372749827383e-09
motu_linkage_group_452,-1.2348953287205282e-09
Roseburia_intestinalis,-2.5704727947370328e-11
motu_linkage_group_273,5.869028067434099e-12
Sutterella_wadsworthensis,2.2372637860566565e-11
Clostridium_bolteae,6.667732402974546e-10
motu_linkage_group_712,1.556793580589463e-12
Alistipes_putredinis,-2.006784943616935e-12
motu_linkage_group_431,2.246123605370879e-11
Alistipes_shahii,-2.224162194891599e-11
Veillonella_sp__oral_taxon_158,-6.722164824521704e-10
Clostridium_ramosum,2.0172555626662428e-09
motu_linkage_group_573,-9.306429232086423e-11
Bacteroides_clarus,6.38739671209661e-11
_Ruminococcus__torques,-7.830710498237545e-12
Ruminococcus_lactaris,-7.988769973256462e-11
Megasphaera_elsdenii,1.9814860716272187e-10
motu_linkage_group_217,5.0444754149562734e-11
motu_linkage_group_520,-4.449914143893071e-11
motu_linkage_group_414,9.387421731665463e-11
motu_linkage_group_274,-1.8747394945439094e-11
Streptococcus_anginosus,2.712103051514269e-09
motu_linkage_group_24,1.7158661737632845e-11
Actinomyces_odontolyticus,-1.5015584825804586e-09
Granulicatella_adiacens,-1.0478870055447274e-10
Bifidobacterium_dentium,1.6625340929555017e-09
motu_linkage_group_651,-4.936477290175322e-12
motu_linkage_group_634,-3.0903167788725096e-10
motu_linkage_group_126,2.4619153471408587e-11
Parabacteroides_merdae,2.772337107611632e-11
Eubacterium_eligens,-4.525643370005107e-12
Alistipes_sp__HGB5,-8.664165798681686e-12
motu_linkage_group_508,-2.4811198034560934e-11
motu_linkage_group_696,-2.8342236870299233e-10
Streptococcus_parasanguinis,2.451369045799266e-09
motu_linkage_group_307,1.803370413605528e-11
Acidaminococcus_intestini,4.090697833332596e-11
motu_linkage_group_293,1.9266276944335283e-11
Butyrivibrio_crossotus,1.642016854303548e-12
motu_linkage_group_443,1.2208524566436047e-11
motu_linkage_group_585,6.786670767618846e-12
motu_linkage_group_142,6.277073671179043e-11
motu_linkage_group_325,-3.371019700164972e-12
motu_linkage_group_638,-4.264013073154779e-11
motu_linkage_group_265,1.016543467495043e-10
Bacteroides_uniformis,-6.0996514345260375e-12
motu_linkage_group_136,-1.6973382318828028e-11
motu_linkage_group_633,-1.1248232463145219e-09
motu_linkage_group_308,6.5829705784685086e-12
motu_linkage_group_206,-9.949021370499544e-12
motu_linkage_group_113,1.556214520914633e-11
motu_linkage_group_268,2.015310662403991e-10
motu_linkage_group_451,4.6227648839062536e-10
motu_linkage_group_134,-2.1627816115277994e-11
motu_linkage_group_373,-1.8968884323981871e-10
motu_linkage_group_534,2.431127503385152e-11
motu_linkage_group_346,6.524063531308847e-12
Lactobacillus_ruminis,-4.016519718711685e-11
Bifidobacterium_breve,-4.123913993956069e-09
motu_linkage_group_288,3.4302346514451482e-12
