,Importance
motu_linkage_group_592,1.1847529523814978e-09
Ruminococcus_bromii,2.8725177767493927e-09
motu_linkage_group_218,-1.4628133630357358e-09
motu_linkage_group_686,-2.9749135819148626e-10
Bacteroides_stercoris,-7.511324113255207e-10
motu_linkage_group_115,8.909464969971042e-10
Bifidobacterium_longum,9.016195526664188e-10
motu_linkage_group_145,-7.467478741705175e-11
motu_linkage_group_260,1.685552190673127e-09
motu_linkage_group_568,-1.1177877501397578e-10
Escherichia_coli,3.7583695568464325e-09
Coprococcus_comes,1.275173973351851e-09
motu_linkage_group_551,2.1751777178369674e-10
Ruminococcaceae_bacterium_D16,9.723827968389304e-11
motu_linkage_group_284,-4.723931123038614e-10
motu_linkage_group_282,-1.3216085396936707e-09
motu_linkage_group_517,-9.55870965934155e-10
motu_linkage_group_164,-3.725340109509963e-09
Streptococcus_gordonii,2.2464789494813647e-11
motu_linkage_group_244,-1.0606546602843817e-09
motu_linkage_group_341,1.997176975352439e-09
Bifidobacterium_angulatum,-7.152210115656194e-11
motu_linkage_group_379,1.4740126305833905e-10
Eubacterium_cylindroides,3.363947892142574e-10
motu_linkage_group_525,-5.297782873287573e-10
Eubacterium_hallii,6.31926826105967e-11
motu_linkage_group_251,3.8951608737209307e-10
_Ruminococcus__obeum,-3.6828442709864284e-10
Streptococcus_australis,3.8370592388383526e-11
motu_linkage_group_124,-9.715633966371352e-10
motu_linkage_group_348,-1.77285200807711e-09
Ruminococcus_sp__5_1_39BFAA,9.490498773410606e-10
Clostridium_symbiosum,-6.146888936437455e-12
motu_linkage_group_604,-6.239608502196288e-11
motu_linkage_group_383,1.6156419993850605e-10
Streptococcus_vestibularis,1.4592142150420992e-10
motu_linkage_group_192,-3.0630780549816654e-09
motu_linkage_group_480,-4.0770685373618495e-10
motu_linkage_group_474,-5.620737995557314e-10
Pseudoflavonifractor_capillosus,-5.991967335008431e-11
Bacteroides_xylanisolvens,-1.048891236751893e-09
Acidaminococcus_fermentans,1.3296740416764912e-09
motu_linkage_group_7,1.7630132602672303e-10
motu_linkage_group_502,-7.590622987891118e-10
Rothia_mucilaginosa,1.029502877130537e-11
motu_linkage_group_394,2.8875820998390426e-09
Streptococcus_mitis,1.9790422304481417e-11
motu_linkage_group_565,-2.6777076672434706e-10
Holdemania_filiformis,-7.837185159174879e-11
Bacteroides_intestinalis,-2.4719462246596296e-09
motu_linkage_group_624,7.112984245419764e-10
motu_linkage_group_600,-2.4293379420947523e-10
Capnocytophaga_sp__oral_taxon_329,-9.07048051463285e-10
motu_linkage_group_131,-6.822228322453345e-10
Parasutterella_excrementihominis,1.7491066781524037e-09
Coprococcus_eutactus,-1.4184290871587952e-09
motu_linkage_group_407,-2.3017972734358503e-09
motu_linkage_group_122,-1.4771872390163547e-09
Lactobacillus_delbrueckii,5.989133979185586e-12
Bifidobacterium_adolescentis,9.280144294443737e-10
Streptococcus_pneumoniae,-1.294082332275935e-12
motu_linkage_group_366,-1.9137757016122393e-10
Bacteroides_finegoldii,2.626236171530274e-09
Eubacterium_siraeum,3.9343240163766577e-10
motu_linkage_group_191,-9.056158505270154e-10
Bifidobacterium_catenulatum_Bifidobacterium_pseudocatenulatum_complex,-4.749840599318419e-10
Faecalibacterium_prausnitzii,-2.0617830288268138e-10
motu_linkage_group_158,1.3736847333455375e-09
motu_linkage_group_430,-6.03191893403956e-10
motu_linkage_group_207,-4.904266603149503e-10
Parabacteroides_distasonis,5.447443639497073e-10
motu_linkage_group_376,-7.462080917246872e-10
Turicibacter_sanguinis,5.28301586441099e-12
motu_linkage_group_456,9.397578837880802e-10
motu_linkage_group_238,-1.463093873951027e-09
Haemophilus_parainfluenzae,4.636653772923298e-10
motu_linkage_group_127,-3.5340391422140933e-10
Enterobacter_hormaechei_cloacae,4.386569250051128e-10
Ruminococcus_sp__SR1_5,3.773732615603196e-10
Clostridium_sp__HGF2,5.951292496434358e-11
motu_linkage_group_103,-1.0100106663505025e-09
Coprococcus_catus,1.1969441825460922e-10
motu_linkage_group_734,-2.161161365714383e-10
motu_linkage_group_248,-6.464593197865813e-10
motu_linkage_group_391,2.6918648174865595e-10
motu_linkage_group_277,-5.175709774939628e-10
motu_linkage_group_445,-1.643622877550905e-10
Clostridium_saccharolyticum,3.0326073519600976e-10
motu_linkage_group_362,-2.4224179732481714e-09
Desulfovibrio_piger,1.458812422394583e-10
Bifidobacterium_bifidum,6.752418255237484e-10
motu_linkage_group_495,-2.388585550724816e-10
motu_linkage_group_437,2.100586811794295e-09
motu_linkage_group_65,-2.2350577119349358e-09
Streptococcus_oralis,1.564076862544689e-11
motu_linkage_group_452,-1.9512044484603156e-10
Roseburia_intestinalis,-3.2260756197133857e-09
motu_linkage_group_273,7.582212015809774e-11
Sutterella_wadsworthensis,-5.592017442179919e-10
Clostridium_bolteae,3.1225924946832804e-10
motu_linkage_group_712,-8.873520510214137e-11
Alistipes_putredinis,1.45478065149763e-09
motu_linkage_group_431,1.2643997505439397e-09
Alistipes_shahii,-7.677991106399157e-10
Veillonella_sp__oral_taxon_158,3.720939702101912e-10
Clostridium_ramosum,3.445965285549836e-11
motu_linkage_group_573,2.618195204157658e-10
Bacteroides_clarus,1.0427035323371324e-09
_Ruminococcus__torques,9.571699799209675e-10
Ruminococcus_lactaris,-8.669950190319813e-11
Megasphaera_elsdenii,8.910491228506531e-10
motu_linkage_group_217,-5.971378984531672e-10
motu_linkage_group_520,-3.113281500117286e-10
motu_linkage_group_414,6.648307986738257e-10
motu_linkage_group_274,-1.0811067694135286e-09
Streptococcus_anginosus,5.012522818780978e-11
motu_linkage_group_24,1.4854173765760039e-09
Actinomyces_odontolyticus,-1.8159784304479935e-12
Granulicatella_adiacens,7.239723382359221e-12
Bifidobacterium_dentium,7.701877681142983e-11
motu_linkage_group_651,-5.825282423992544e-10
motu_linkage_group_634,4.335220704087099e-11
motu_linkage_group_126,-1.397290728207364e-09
Parabacteroides_merdae,-1.1669427202034002e-09
Eubacterium_eligens,-3.030075756974744e-11
Alistipes_sp__HGB5,-3.440977549814046e-09
motu_linkage_group_508,-1.0573914721050429e-09
motu_linkage_group_696,-3.275041549460531e-10
Streptococcus_parasanguinis,7.477591075235237e-10
motu_linkage_group_307,-7.980847113945358e-10
Acidaminococcus_intestini,4.301343409186339e-09
motu_linkage_group_293,2.6446590147076467e-10
Butyrivibrio_crossotus,-3.6152422389494844e-09
motu_linkage_group_443,-1.1835169801452933e-09
motu_linkage_group_585,1.853124924001125e-09
motu_linkage_group_142,-7.020263587994221e-10
motu_linkage_group_325,-1.5670183626844626e-09
motu_linkage_group_638,-1.4275770751150854e-10
motu_linkage_group_265,-1.187797469845273e-09
Bacteroides_uniformis,-6.295587060066605e-10
motu_linkage_group_136,-1.5670169802645105e-09
motu_linkage_group_633,-9.536068738229294e-11
motu_linkage_group_308,1.3921576106292416e-10
motu_linkage_group_206,-7.882006623087871e-10
motu_linkage_group_113,-2.149338192334986e-09
motu_linkage_group_268,1.7047672490415012e-09
motu_linkage_group_451,4.369211779034366e-11
motu_linkage_group_134,6.715174227532018e-10
motu_linkage_group_373,-4.0547498152128214e-10
motu_linkage_group_534,-8.015174686129443e-11
motu_linkage_group_346,-1.6469118604379393e-09
Lactobacillus_ruminis,-1.1405442771109218e-10
Bifidobacterium_breve,1.1263072544829203e-11
motu_linkage_group_288,-1.992192844530142e-09
