,Importance
motu_linkage_group_439,2.0310932244320104e-10
motu_linkage_group_415,-2.3454412477889418e-09
motu_linkage_group_195,-1.9654457278422513e-09
motu_linkage_group_246,9.175974853899344e-10
motu_linkage_group_575,-6.965787109829177e-11
motu_linkage_group_404,-7.692989837508897e-10
butyrate_producing_bacterium,-4.168708470688099e-09
Veillonella_atypica,-3.690007421004906e-10
motu_linkage_group_548,5.519579275862184e-10
motu_linkage_group_85,-4.321902092225574e-09
motu_linkage_group_470,-2.5535661562842866e-10
Gemella_sanguinis,4.0368528826252395e-11
Streptococcus_infantis,1.0269180799134348e-10
motu_linkage_group_644,-2.2287969787173806e-09
Clostridium_leptum,1.590805662541183e-09
_Ruminococcus__gnavus,1.757001756148345e-10
motu_linkage_group_652,-1.731416659841534e-09
Mitsuokella_multacida,-1.054636694735244e-09
motu_linkage_group_310,2.817201996142101e-09
Clostridium_sp__L2_50,-5.253486324106128e-09
motu_linkage_group_646,-3.221480744750192e-09
motu_linkage_group_678,-2.0929381003076858e-09
Odoribacter_splanchnicus,1.1239708692148273e-09
motu_linkage_group_302,-5.438100784806327e-09
motu_linkage_group_258,1.8674534628875315e-09
motu_linkage_group_701,-7.625954781552245e-10
motu_linkage_group_168,4.916935062505539e-10
motu_linkage_group_324,4.247100503177185e-10
Akkermansia_muciniphila,-2.723460377812403e-10
motu_linkage_group_504,-1.6987757582346288e-09
motu_linkage_group_574,-1.9240676131220694e-09
Blautia_hydrogenotrophica,1.0567201170357917e-10
motu_linkage_group_210,9.581008169007043e-10
Methanobrevibacter_smithii,-6.956263204744952e-10
Bacteroides_plebeius,-4.151424635962511e-10
motu_linkage_group_212,-1.407501897010955e-09
Bacteroides_ovatus,3.3343674702018635e-09
motu_linkage_group_241,-2.990200264560631e-09
motu_linkage_group_297,-2.7959607572870168e-09
motu_linkage_group_135,-5.234246589670454e-09
motu_linkage_group_588,-1.14651790819992e-09
_Clostridium__bartlettii,4.1568653264567214e-11
motu_linkage_group_498,1.783694195385032e-09
Subdoligranulum_variabile,-2.8863020817594387e-11
motu_linkage_group_228,-4.1730393139976855e-10
Dorea_formicigenerans,9.23271213218918e-10
Streptococcus_mutans,2.3769371331863448e-11
motu_linkage_group_289,-1.4099840287039098e-09
Roseburia_inulinivorans,-1.6918353693050638e-10
motu_linkage_group_224,-1.1852380037379842e-09
motu_linkage_group_63,2.000520867642735e-10
motu_linkage_group_234,-2.7923230031278212e-09
Victivallis_vadensis,4.843106386360028e-10
motu_linkage_group_457,1.494891146506682e-10
Collinsella_aerofaciens,3.757714391084805e-09
Coprobacillus_sp__29_1,2.0439303762415918e-10
motu_linkage_group_233,7.994892285866327e-10
motu_linkage_group_672,-1.7776202827701455e-09
motu_linkage_group_205,-2.304589808041822e-09
Phascolarctobacterium_succinatutens,-4.2552416491085585e-11
motu_linkage_group_586,1.0185370942606348e-09
unclassified_Lachnospiraceae,2.118589275106205e-10
motu_linkage_group_471,-5.9918766577591e-10
motu_linkage_group_225,-3.6958218890666968e-09
motu_linkage_group_301,1.1649775051148127e-09
motu_linkage_group_252,1.3634752826121732e-10
Streptococcus_thermophilus,-5.144687190298486e-09
Eubacterium_ventriosum,-1.7065808372128463e-09
Enterobacteriaceae_bacterium_9_2_54FAA,2.1530253861588105e-09
Bacteroides_thetaiotaomicron,-2.273567457838321e-09
motu_linkage_group_349,3.4382710865104357e-09
Bilophila_wadsworthia,4.8804186741987486e-09
Clostridiales_bacterium_1_7_47FAA,2.582435292460239e-11
motu_linkage_group_317,-8.746270254620653e-10
motu_linkage_group_691,-1.7483775863534524e-09
Haemophilus_haemolyticus,1.7823091221007325e-11
Prevotella_copri,-8.736277398524349e-11
Streptococcus_salivarius,6.789753864925283e-10
motu_linkage_group_837,4.071033647158672e-10
motu_linkage_group_434,-2.5816680271059704e-09
Bacteroides_eggerthii,-9.34623771940583e-10
motu_linkage_group_327,-6.392256805073477e-11
motu_linkage_group_621,-1.4165797517254667e-09
motu_linkage_group_38,6.617130928702378e-10
motu_linkage_group_559,-1.4353425924980802e-09
motu_linkage_group_270,1.1676060590592653e-10
motu_linkage_group_120,-6.136426430980558e-09
motu_linkage_group_507,-2.502402349427176e-09
Veillonella_parvula,1.053639362997819e-11
motu_linkage_group_230,9.447249629188786e-10
motu_linkage_group_486,-4.054257151099466e-09
motu_linkage_group_333,-3.225835472162854e-10
motu_linkage_group_552,-2.9851521465580056e-09
motu_linkage_group_613,-3.5898995437318595e-09
motu_linkage_group_481,-1.6092429732324478e-10
motu_linkage_group_529,1.7226079709015678e-11
Pseudomonas_stutzeri,2.7129620806868092e-11
motu_linkage_group_118,-4.2954564474988697e-10
motu_linkage_group_625,-9.892901748879932e-10
motu_linkage_group_636,-2.0213584768867852e-10
motu_linkage_group_490,-5.823658159990571e-09
motu_linkage_group_281,-1.7720357223888903e-09
motu_linkage_group_190,-4.5735484265919386e-09
motu_linkage_group_151,3.2117165493236503e-09
Anaerotruncus_colihominis,-2.0571828630089144e-10
Bacteroides_fragilis,6.465362286029444e-09
motu_linkage_group_510,1.322841592366676e-10
motu_linkage_group_521,-6.392504604220072e-11
Dorea_longicatena,-4.3041573851700156e-11
motu_linkage_group_306,-2.0113810378991703e-09
Bacteroides_dorei_vulgatus,2.4977095948044883e-10
motu_linkage_group_496,-8.301234600643502e-10
motu_linkage_group_592,5.877412002852393e-09
Ruminococcus_bromii,3.2941068176567208e-09
motu_linkage_group_218,-8.876830364685825e-10
motu_linkage_group_686,-1.160496759619308e-09
Bacteroides_stercoris,-2.5437415350513675e-10
motu_linkage_group_115,6.727587869115094e-10
Bifidobacterium_longum,1.2292593151510849e-09
motu_linkage_group_145,-3.036663342425755e-09
motu_linkage_group_260,2.0407149238488376e-09
motu_linkage_group_568,-8.557052763781282e-10
Escherichia_coli,2.196149742053876e-09
Coprococcus_comes,1.53923507988375e-09
motu_linkage_group_551,3.3383408503515933e-09
Ruminococcaceae_bacterium_D16,-4.7437637422624346e-11
motu_linkage_group_284,-3.253867268134482e-09
motu_linkage_group_282,-6.375584598391331e-09
motu_linkage_group_517,-2.2133763315686145e-09
motu_linkage_group_164,-1.3499350901064392e-10
Streptococcus_gordonii,3.32807551946098e-11
motu_linkage_group_244,-5.226363224642429e-09
motu_linkage_group_341,2.287752641264455e-09
Bifidobacterium_angulatum,-1.894711053703345e-11
motu_linkage_group_379,6.255398849562809e-10
Eubacterium_cylindroides,8.956055908067617e-11
motu_linkage_group_525,-3.1968746766987684e-10
Eubacterium_hallii,6.224989238292324e-10
motu_linkage_group_251,1.6291508251625807e-09
_Ruminococcus__obeum,-3.0344817162012516e-11
Streptococcus_australis,4.489576751297287e-11
motu_linkage_group_124,-8.272236455220201e-10
motu_linkage_group_348,-8.41376635023087e-09
Ruminococcus_sp__5_1_39BFAA,-5.577708257547876e-10
Clostridium_symbiosum,6.608628192892851e-11
motu_linkage_group_604,-4.1044914713768976e-10
motu_linkage_group_383,-2.4956254966033265e-09
Streptococcus_vestibularis,4.910818158855248e-10
motu_linkage_group_192,1.9460005266277263e-09
motu_linkage_group_480,-1.5237407493889706e-09
motu_linkage_group_474,-3.007615475487526e-10
Pseudoflavonifractor_capillosus,-9.783983236442555e-12
Bacteroides_xylanisolvens,-2.629756294210703e-09
Acidaminococcus_fermentans,5.427624673467808e-09
motu_linkage_group_7,1.4286947724376193e-09
motu_linkage_group_502,6.426260448148821e-10
Rothia_mucilaginosa,-5.3526366346820666e-11
motu_linkage_group_394,-1.0747472475775222e-10
Streptococcus_mitis,9.133503391215679e-11
motu_linkage_group_565,2.8968605537062087e-10
Holdemania_filiformis,-2.6014730811558215e-10
Bacteroides_intestinalis,-4.9290578620655534e-09
motu_linkage_group_624,4.522650329955738e-10
motu_linkage_group_600,-1.0732489845615828e-09
Capnocytophaga_sp__oral_taxon_329,-3.2778947424600055e-09
motu_linkage_group_131,2.497756830708135e-10
Parasutterella_excrementihominis,3.3050844989230097e-09
Coprococcus_eutactus,1.3287212224923915e-09
motu_linkage_group_407,1.1197630832638722e-09
motu_linkage_group_122,-3.4192861146261845e-09
Lactobacillus_delbrueckii,1.7256412726199104e-10
Bifidobacterium_adolescentis,3.6905024740424785e-09
Streptococcus_pneumoniae,2.889059202546598e-11
motu_linkage_group_366,1.1402513552242667e-09
Bacteroides_finegoldii,8.721861107676306e-10
Eubacterium_siraeum,2.091121639873222e-09
motu_linkage_group_191,-2.4294383771285174e-09
Bifidobacterium_catenulatum_Bifidobacterium_pseudocatenulatum_complex,-2.307490045543258e-09
Faecalibacterium_prausnitzii,1.9368126203021593e-09
motu_linkage_group_158,2.521315412016095e-09
motu_linkage_group_430,-4.0894105159798345e-09
motu_linkage_group_207,-1.4411919413393707e-09
Parabacteroides_distasonis,4.7383396181168e-10
motu_linkage_group_376,-1.4793291988012502e-10
Turicibacter_sanguinis,2.2091092222298087e-11
motu_linkage_group_456,8.140843972724081e-10
motu_linkage_group_238,-6.274850980594652e-09
Haemophilus_parainfluenzae,-3.4886643122381007e-12
motu_linkage_group_127,-6.014683995085146e-10
Enterobacter_hormaechei_cloacae,6.0189088025146735e-12
Ruminococcus_sp__SR1_5,1.705009537379055e-10
Clostridium_sp__HGF2,-2.385825413025242e-11
motu_linkage_group_103,1.5130188787415733e-09
Coprococcus_catus,-7.741804287901244e-10
motu_linkage_group_734,-4.7334872331088204e-09
motu_linkage_group_248,-6.547195853792135e-10
motu_linkage_group_391,1.5425762203678617e-09
motu_linkage_group_277,8.319782363796261e-10
motu_linkage_group_445,-7.343990766819687e-10
Clostridium_saccharolyticum,6.549297881613712e-10
motu_linkage_group_362,7.283072671496163e-10
Desulfovibrio_piger,-1.425459493648556e-09
Bifidobacterium_bifidum,2.974143402086449e-09
motu_linkage_group_495,1.9131362664580123e-10
motu_linkage_group_437,4.619469442670537e-09
motu_linkage_group_65,-4.9992499461977056e-09
Streptococcus_oralis,2.4359265586016725e-11
motu_linkage_group_452,-1.716379739694189e-11
Roseburia_intestinalis,-3.547701284265883e-09
motu_linkage_group_273,-1.2235836987707157e-09
Sutterella_wadsworthensis,8.152853530166855e-09
Clostridium_bolteae,3.5037025010320416e-09
motu_linkage_group_712,5.644302893463589e-11
Alistipes_putredinis,-3.6864576999307695e-10
motu_linkage_group_431,2.928052981797949e-09
Alistipes_shahii,-2.20727169999828e-09
Veillonella_sp__oral_taxon_158,-5.0100055792030167e-11
Clostridium_ramosum,9.841648666220835e-11
motu_linkage_group_573,-1.4251951990980062e-09
Bacteroides_clarus,3.5189492110148424e-09
_Ruminococcus__torques,1.4430663875114095e-09
Ruminococcus_lactaris,-4.553958083146647e-09
Megasphaera_elsdenii,5.343573503514191e-09
motu_linkage_group_217,-6.993444510252496e-10
motu_linkage_group_520,-2.5360332639056226e-09
motu_linkage_group_414,4.945357239279995e-10
motu_linkage_group_274,-1.1719182394067647e-09
Streptococcus_anginosus,1.6870438925858952e-11
motu_linkage_group_24,-2.2240649874686404e-09
Actinomyces_odontolyticus,-4.232924972330126e-11
Granulicatella_adiacens,4.3625546464338454e-11
Bifidobacterium_dentium,-7.317242831446347e-12
motu_linkage_group_651,1.2363031245188982e-09
motu_linkage_group_634,-3.4046209071862e-10
motu_linkage_group_126,1.8750768081251595e-10
Parabacteroides_merdae,1.0853227732855263e-09
Eubacterium_eligens,-1.6132893297424747e-09
Alistipes_sp__HGB5,1.7303775743673208e-09
motu_linkage_group_508,-8.501965372016132e-09
motu_linkage_group_696,-1.4890574692884068e-09
Streptococcus_parasanguinis,8.189258042066029e-10
motu_linkage_group_307,-6.24624605245369e-09
Acidaminococcus_intestini,4.244361052746864e-09
motu_linkage_group_293,-2.852844618121555e-09
Butyrivibrio_crossotus,2.4278959025124994e-10
motu_linkage_group_443,-1.6611006281057284e-09
motu_linkage_group_585,4.2807689199277543e-10
motu_linkage_group_142,4.160068802577754e-09
motu_linkage_group_325,-9.792089427607325e-10
motu_linkage_group_638,1.272381312431129e-09
motu_linkage_group_265,-1.671392815940208e-09
Bacteroides_uniformis,-2.3553597300846414e-10
motu_linkage_group_136,-3.6464196063665376e-09
motu_linkage_group_633,-7.14834280922378e-10
motu_linkage_group_308,-1.9138466632782626e-10
motu_linkage_group_206,1.010583451098343e-09
motu_linkage_group_113,-9.084947707807879e-10
motu_linkage_group_268,4.126964039258133e-09
motu_linkage_group_451,-7.603872443856515e-10
motu_linkage_group_134,2.524180157635416e-10
motu_linkage_group_373,-1.5339909135512178e-09
motu_linkage_group_534,-5.214936568826025e-10
motu_linkage_group_346,2.1354420279005238e-09
Lactobacillus_ruminis,1.2880517537194628e-09
Bifidobacterium_breve,2.8853891396448332e-11
motu_linkage_group_288,-5.786964121171403e-10
