,Importance
Lactobacillus_delbrueckii,-4.405772232509515e-12
Bifidobacterium_adolescentis,1.205542587289367e-10
Streptococcus_pneumoniae,1.5845568378738308e-11
motu_linkage_group_366,-2.2406997408693532e-10
Bacteroides_finegoldii,4.883236604947145e-10
Eubacterium_siraeum,3.2393796332051306e-10
motu_linkage_group_191,6.388691806081245e-10
Bifidobacterium_catenulatum_Bifidobacterium_pseudocatenulatum_complex,-2.438546447847706e-10
Faecalibacterium_prausnitzii,8.469026598181669e-10
motu_linkage_group_158,-1.0347609402954241e-10
motu_linkage_group_430,-1.5399542182994171e-10
motu_linkage_group_207,-5.186164762198621e-10
Parabacteroides_distasonis,7.041557751552339e-10
motu_linkage_group_376,-2.4054101242831284e-09
Turicibacter_sanguinis,-1.0872133025365452e-11
motu_linkage_group_456,1.3855973298642617e-09
motu_linkage_group_238,3.0019052941355527e-10
Haemophilus_parainfluenzae,-2.961886179049974e-10
motu_linkage_group_127,2.004060379399984e-10
Enterobacter_hormaechei_cloacae,-1.0160101857900962e-10
Ruminococcus_sp__SR1_5,9.706566187887353e-12
Clostridium_sp__HGF2,1.8389125971880535e-11
motu_linkage_group_103,-5.415306632129278e-10
Coprococcus_catus,6.474521351759799e-11
motu_linkage_group_734,-3.861762597727518e-10
motu_linkage_group_248,5.094155899460857e-10
motu_linkage_group_391,9.990909823491774e-10
motu_linkage_group_277,1.5736092045519371e-09
motu_linkage_group_445,-3.907165070320831e-11
Clostridium_saccharolyticum,5.470294418723371e-11
motu_linkage_group_362,-5.063188984514236e-10
Desulfovibrio_piger,3.5078172090345666e-10
Bifidobacterium_bifidum,-7.685522461469613e-11
motu_linkage_group_495,3.9370626609734466e-10
motu_linkage_group_437,-1.089589325866107e-09
motu_linkage_group_65,-1.1267948379266479e-09
Streptococcus_oralis,1.6370092850410234e-11
motu_linkage_group_452,-2.5086080298399312e-11
Roseburia_intestinalis,-7.968273180206118e-10
motu_linkage_group_273,1.2030698679237178e-09
Sutterella_wadsworthensis,-1.6686910719406041e-09
Clostridium_bolteae,3.8407163544234837e-10
motu_linkage_group_712,-1.0713081729187831e-10
Alistipes_putredinis,5.877978823520083e-10
motu_linkage_group_431,1.2198643458130633e-10
Alistipes_shahii,-1.2082549969694563e-09
Veillonella_sp__oral_taxon_158,-9.637631773184014e-11
Clostridium_ramosum,6.078747212099789e-10
motu_linkage_group_573,-2.321492319519616e-10
Bacteroides_clarus,9.71774742810946e-10
_Ruminococcus__torques,1.1908397621809897e-09
Ruminococcus_lactaris,-4.1853267459316717e-10
Megasphaera_elsdenii,2.305940224825152e-09
motu_linkage_group_217,-3.249100077360568e-10
motu_linkage_group_520,-1.167670148677441e-10
motu_linkage_group_414,-1.8377930534075986e-10
motu_linkage_group_274,-1.6061015807342012e-09
Streptococcus_anginosus,8.831757065700803e-11
motu_linkage_group_24,6.445182149743791e-10
Actinomyces_odontolyticus,1.06519195288224e-11
Granulicatella_adiacens,-5.648837447825581e-13
Bifidobacterium_dentium,3.600660737895587e-12
motu_linkage_group_651,3.4509444039976116e-10
motu_linkage_group_634,-9.671715770769622e-11
motu_linkage_group_126,-8.707159169543022e-11
Parabacteroides_merdae,-9.996802923382382e-10
Eubacterium_eligens,-1.418504732595026e-09
Alistipes_sp__HGB5,-7.840679767309584e-10
motu_linkage_group_508,1.415592503543855e-10
motu_linkage_group_696,-3.782928520972454e-10
Streptococcus_parasanguinis,3.6518410905545097e-10
motu_linkage_group_307,8.435075124018627e-10
Acidaminococcus_intestini,1.070573601229554e-09
motu_linkage_group_293,7.819575448003069e-10
Butyrivibrio_crossotus,-4.796590180366363e-13
motu_linkage_group_443,-1.7537444587017e-10
motu_linkage_group_585,6.770513360973856e-10
motu_linkage_group_142,3.984450024186085e-10
motu_linkage_group_325,1.1746281918169772e-10
motu_linkage_group_638,-9.177790355969331e-10
motu_linkage_group_265,5.796099861697854e-10
Bacteroides_uniformis,-3.0351766066638634e-10
motu_linkage_group_136,-4.82945261634393e-10
motu_linkage_group_633,-1.4595906762455646e-10
motu_linkage_group_308,4.5303948730241975e-10
motu_linkage_group_206,7.328490233236368e-10
motu_linkage_group_113,-5.875965184988424e-10
motu_linkage_group_268,7.69296976957704e-10
motu_linkage_group_451,2.2386719868155815e-10
motu_linkage_group_134,-1.3599515280907946e-10
motu_linkage_group_373,-2.8635362041786703e-10
motu_linkage_group_534,1.8978052671016676e-10
motu_linkage_group_346,1.8739882757621885e-09
Lactobacillus_ruminis,-9.749766286844487e-11
Bifidobacterium_breve,5.383485204482316e-12
motu_linkage_group_288,-2.185431168265522e-09
